winery,region_1,province,country
Mosquito Fleet,Red Mountain,Washington,US
Nadia,Santa Barbara County,California,US
Nittnaus Hans und Christine,,Burgenland,Austria
Nottingham Cellars,Livermore Valley,California,US
Poggio Argentiera,Morellino di Scansano,Tuscany,Italy
Pride Mountain,Sonoma County,California,US
Reyneke,,Stellenbosch,South Africa
Ruffino,Chianti Classico,Tuscany,Italy
Saint Clair,,Marlborough,New Zealand
Soellner,,Wagram,Austria
Woodinville Wine Cellars,Columbia Valley (WA),Washington,US
Kanonkop,,Simonsberg-Stellenbosch,South Africa
El Enemigo,Mendoza,Mendoza Province,Argentina
Château d'Esclans,Côtes de Provence,Provence,France
Château Riotor,Côtes de Provence,Provence,France
Château Sainte Marguerite,Côtes de Provence,Provence,France
Cloudy Bay,,Marlborough,New Zealand
Domaine de la Bastide Blanche,Côtes de Provence,Provence,France
Domaine Sainte-Marie,Côtes de Provence,Provence,France
Dry Creek Vineyard,Dry Creek Valley,California,US
Dry River,,Martinborough,New Zealand
Dutton Estate,Russian River Valley,California,US
Failla,Russian River Valley,California,US
Friedeman,Russian River Valley,California,US
Akarua,,Central Otago,New Zealand
Benvenuto de la Serna,Valle de Uco,Mendoza Province,Argentina
Carrick,,Central Otago,New Zealand
JCB,Côtes de Provence,Provence,France
Casca Wines,,Lisboa,Portugal
Cave de Viré,Mâcon-Villages,Burgundy,France
Cortes de Cima,,Alentejano,Portugal
Domaine Bousquet,Tupungato,Mendoza Province,Argentina
Mendel,Mendoza,Mendoza Province,Argentina
Messias,,Vinho Verde,Portugal
Mont Sec,Texas,Texas,US
Paolo Manzone,Barolo,Piedmont,Italy
Quinta de Paços,,Vinho Verde,Portugal
Rascal,Oregon,Oregon,US
Terrazas de Los Andes,Salta,Other,Argentina
Jack's House,California,California,US
Kiwi Cuvée,Vin de France,France Other,France
Domaine Michel Goubard,Côte Chalonnaise,Burgundy,France
Domaine Poulleau Père et Fils,Chorey-lès-Beaune,Burgundy,France
Durigutti,Mendoza,Mendoza Province,Argentina
El Esteco,Calchaquí Valley,Other,Argentina
Felten Cellars,Paso Robles,California,US
Wines & Winemakers,,Península de Setúbal,Portugal
Lagarde,Luján de Cuyo,Mendoza Province,Argentina
Marchesi di Barolo,Barolo,Piedmont,Italy
McPherson,Texas,Texas,US
Patriarche Père et Fils,Coteaux Bourguignons,Burgundy,France
Paul Reitz,Saint-Véran,Burgundy,France
Pech Merle,Dry Creek Valley,California,US
Punset,Barbaresco,Piedmont,Italy
Ribafreixo,,Alentejo,Portugal
Jacob's Creek,South Eastern Australia,Australia Other,Australia
William Knuttel,Sonoma Coast,California,US
Casa Larga,Finger Lakes,New York,US
Cave de Beblenheim,Alsace,Alsace,France
De Loach,Sonoma Coast,California,US
Dopff Au Moulin,Alsace,Alsace,France
Center of Effort,Edna Valley,California,US
Handley,Anderson Valley,California,US
Kuleto Estate,Napa Valley,California,US
Lane Tanner,Santa Maria Valley,California,US
MacRostie,Sonoma Coast,California,US
Monte De Oro,Temecula Valley,California,US
Ninquén,,Colchagua Valley,Chile
Oro de Castilla,Rueda,Northern Spain,Spain
Pablo del Villar,Rueda,Northern Spain,Spain
Pax,North Coast,California,US
Robert Foley,Napa Valley,California,US
42°S,Tasmania,Tasmania,Australia
Manyana,Cariñena,Northern Spain,Spain
McWilliam's Hanwood Estate,South Eastern Australia,Australia Other,Australia
Paternoster,Aglianico del Vulture,Southern Italy,Italy
G. H. Mumm,Champagne,Champagne,France
Jean Milan,Champagne,Champagne,France
Monte da Penha,,Alentejo,Portugal
Patton Valley,Willamette Valley,Oregon,US
Pierre Gimonnet et Fils,Champagne,Champagne,France
Scubla,Colli Orientali del Friuli,Northeastern Italy,Italy
Adelsheim,Dundee Hills,Oregon,US
Bruno Paillard,Champagne,Champagne,France
Castello d'Albola,Vin Santo del Chianti Classico,Tuscany,Italy
Ferrari,Trento,Northeastern Italy,Italy
Laetitia,Arroyo Grande Valley,California,US
Bella,Alexander Valley,California,US
Quinta do Sagrado,,Douro,Portugal
San Pedro de Yacochuya,Salta,Other,Argentina
Sobredos,,Douro,Portugal
St. Supéry,Rutherford,California,US
Von Schleinitz,,Mosel,Germany
Barnard Griffin,Columbia Valley (WA),Washington,US
Beacon Hill,Chehalem Mountains,Oregon,US
Bernard Magrez,Médoc,Bordeaux,France
Brian Carter Cellars,Yakima Valley,Washington,US
Buttonwood,Santa Ynez Valley,California,US
Château Corbin,Saint-Émilion,Bordeaux,France
Château Haut-Logat,Haut-Médoc,Bordeaux,France
Château La Branne,Médoc,Bordeaux,France
Château Mayne Vieil,Fronsac,Bordeaux,France
Château Mille-Roses,Margaux,Bordeaux,France
Chessman,Santa Ynez Valley,California,US
Deerfield Ranch,Sonoma Valley,California,US
Domaine Franck Besson,Juliénas,Beaujolais,France
Efeste,Red Mountain,Washington,US
Efeste,Ancient Lakes,Washington,US
Firesteed,Oregon,Oregon,US
Iron Hub,Sierra Foothills,California,US
Kooyong,Mornington Peninsula,Victoria,Australia
Moncaro,Verdicchio dei Castelli di Jesi Classico,Central Italy,Italy
Finca Constancia,Vino de la Tierra de Castilla,Central Spain,Spain
Aiken,Rutherford,California,US
Castell,,Franken,Germany
Donkey & Goat,Mendocino Ridge,California,US
Valdicava,Rosso di Montalcino,Tuscany,Italy
Finn Hill,Wahluke Slope,Washington,US
Keuka Spring,Finger Lakes,New York,US
La Playa,,Colchagua Valley,Chile
Les Vins Aujoux,Beaujolais-Villages,Beaujolais,France
Mont Gravet,Côtes de Gascogne,Southwest France,France
Navardia,Rioja,Northern Spain,Spain
Pata Negra,Cava,Catalonia,Spain
Ridolfi,Rosso di Montalcino,Tuscany,Italy
Still Waters,Paso Robles,California,US
Stomping Ground,California,California,US
Tenuta Poggio il Castellare,Brunello di Montalcino,Tuscany,Italy
Tenuta San Giorgio,Rosso di Montalcino,Tuscany,Italy
Terrapura,,Curicó Valley,Chile
Clos Troteligotte,Côtes du Lot,Southwest France,France
Columbia Winery,Columbia Valley (WA),Washington,US
Domaine de Thulon,Beaujolais-Villages,Beaujolais,France
Domaine du Haut-Poncié,Moulin-à-Vent,Beaujolais,France
Domaine du Vissoux,Beaujolais,Beaujolais,France
Dosio,Nebbiolo d'Alba,Piedmont,Italy
Georges Duboeuf,Beaujolais,Beaujolais,France
Juvé y Camps,Cava,Catalonia,Spain
Laurent Gauthier,Beaujolais Rosé,Beaujolais,France
Leaping Horse,California,California,US
Manoir du Carra,Beaujolais-Villages,Beaujolais,France
Maryhill,Columbia Valley (WA),Washington,US
Cottanera,Etna,Sicily & Sardinia,Italy
CVA Canicattì,Terre Siciliane,Sicily & Sardinia,Italy
Domaine Barmès-Buecher,Alsace,Alsace,France
Domaine Bott-Geyl,Alsace,Alsace,France
Domaine Collotte,Marsannay,Burgundy,France
Domaine Faiveley,Gevrey-Chambertin,Burgundy,France
Domaine Jacques Prieur,Beaune,Burgundy,France
Domaine René Bouvier,Marsannay,Burgundy,France
Domaine Roland Schmitt,Alsace,Alsace,France
Dr. H. Thanisch (Erben Thanisch),,Mosel,Germany
Easton,Amador County,California,US
Edna Valley Vineyard,Edna Valley,California,US
Fattoria La Rivolta,Sannio,Southern Italy,Italy
Fess Parker,Santa Barbara County,California,US
Foretell,Spring Mountain District,California,US
Gershon Bachus,Temecula Valley,California,US
Graci,Etna,Sicily & Sardinia,Italy
Tornatore,Etna,Sicily & Sardinia,Italy
West of Temperance,Sta. Rita Hills,California,US
Winzergenossenschaft Mayschoss-Altenahr,,Ahr,Germany
Baglio del Cristo di Campobello,Sicilia,Sicily & Sardinia,Italy
Beresford,McLaren Vale,South Australia,Australia
Carabella,Chehalem Mountains,Oregon,US
Casa Dumetz,Ballard Canyon,California,US
Greenwood Ridge,Mendocino Ridge,California,US
Herencia,Napa Valley,California,US
J. Scott Cellars,Oregon,Oregon,US
Chateau Dereszla,,Tokaji,Hungary
Quinta do Vallado,,Douro,Portugal
Roquette e Cazes,,Douro,Portugal
Vall Llach,Priorat,Catalonia,Spain
Ceralti,Bolgheri Superiore,Tuscany,Italy
Château Bel-Air Ortet,Saint-Estèphe,Bordeaux,France
Château Ferrière,Margaux,Bordeaux,France
Cline,Los Carneros,California,US
Fuentes,Priorat,Catalonia,Spain
Fuse,Napa Valley,California,US
I Luoghi,Bolgheri Superiore,Tuscany,Italy
J Vineyards & Winery,Russian River Valley,California,US
Kokomo,Dry Creek Valley,California,US
Loup Blanc,Minervois,Languedoc-Roussillon,France
Maritávora,,Douro,Portugal
Owen Roe,Yakima Valley,Washington,US
Pacific Ridge,Sta. Rita Hills,California,US
Phoenix Ranch,Napa Valley,California,US
2nd Chance,Santa Maria Valley,California,US
Bergevin Lane,Columbia Valley (WA),Washington,US
Hungerford Hill,South Eastern Australia,Australia Other,Australia
Jacopo Biondi-Santi,Morellino di Scansano,Tuscany,Italy
Le Buche,Toscana,Tuscany,Italy
Leonesse Cellars,Temecula Valley,California,US
Market Vineyards,Columbia Valley (WA),Washington,US
Marsiliana,Toscana,Tuscany,Italy
Mazzei,Chianti Classico,Tuscany,Italy
Morlanda,Priorat,Catalonia,Spain
Becker,Texas High Plains,Texas,US
Bex,,Nahe,Germany
Boffa,Barbaresco,Piedmont,Italy
Brennan,Texas,Texas,US
Brennan,Texas High Plains,Texas,US
Casa de Vilacetinho,,Vinho Verde,Portugal
Cascina Bruciata,Barbaresco,Piedmont,Italy
Castello di Neive,Barbaresco,Piedmont,Italy
Antucura,Vista Flores,Mendoza Province,Argentina
Frédéric Brouca,Vin de France,France Other,France
Fullerton,Willamette Valley,Oregon,US
Gotsa Family Wines,,,
Graffigna,San Juan,Other,Argentina
Coelho,Willamette Valley,Oregon,US
Deltetto,Barolo,Piedmont,Italy
Diego Conterno,Barolo,Piedmont,Italy
Evans & Tate,Australia,Australia Other,Australia
Falua,,Tejo,Portugal
Fiuza,,Tejo,Portugal
Sidewood,Adelaide Hills,South Australia,Australia
Terre Rouge,Shenandoah Valley (CA),California,US
Antonio Mas,Tupungato,Mendoza Province,Argentina
Aveleda,,Vinho Verde,Portugal
Battaglio,Barbaresco,Piedmont,Italy
Bella Grace,Amador County,California,US
Bodega Calle,Mendoza,Mendoza Province,Argentina
Borgogno F.lli Serio e Battista,Barolo,Piedmont,Italy
Château les Petits Arnauds,Blaye Côtes de Bordeaux,Bordeaux,France
Château Mougneaux,Bordeaux Supérieur,Bordeaux,France
Château Saintongey,Bordeaux,Bordeaux,France
Château Ségonzac,Blaye Côtes de Bordeaux,Bordeaux,France
Chehalem,Willamette Valley,Oregon,US
Covila,Rioja,Northern Spain,Spain
Cuda Ridge Wines,Livermore Valley,California,US
Duménil,Champagne,Champagne,France
Ego Bodegas,Jumilla,Levante,Spain
Ektimo Vineyards,Russian River Valley,California,US
Finca del Marquesado,Rioja,Northern Spain,Spain
Folin Cellars,Rogue Valley,Oregon,US
Francis Coppola,Sonoma County,California,US
Frank Family,Rutherford,California,US
Real Companhia Velha,,Douro,Portugal
Santos & Seixo,,Alentejano,Portugal
Travaglini,Coste della Sesia,Piedmont,Italy
Yorkville Cellars,Yorkville Highlands,California,US
Agustí Torelló Mata,Penedès,Catalonia,Spain
Amalie Robert,Willamette Valley,Oregon,US
Archgate Cellars,Lodi,California,US
Bersano,Barolo,Piedmont,Italy
Cantine di Marzo,Greco di Tufo,Southern Italy,Italy
Carica,Russian River Valley,California,US
Ignacio Marín,Cariñena,Northern Spain,Spain
Château Cap Saint-Martin,Blaye Côtes de Bordeaux,Bordeaux,France
Château de Bel,Bordeaux Supérieur,Bordeaux,France
Vranken,Champagne,Champagne,France
Château Pavillon de Boyrein,Graves,Bordeaux,France
Fabiano,Lugana,Lombardy,Italy
Vinosia,Primitivo di Manduria,Southern Italy,Italy
Kono,,Marlborough,New Zealand
Santa Ema,,Casablanca Valley,Chile
Tommasi,Bardolino Classico,Veneto,Italy
Morandé,,Maipo Valley,Chile
One Hope,California,California,US
Pommery,Champagne,Champagne,France
Saddleback,Clarksburg,California,US
Alexander Valley Vineyards,Alexander Valley,California,US
Covington,Walla Walla Valley (WA),Washington,US
Kendall-Jackson,California,California,US
Ledgewood Creek,Suisun Valley,California,US
X,North Coast,California,US
Château Lamothe-Vincent,Bordeaux Blanc,Bordeaux,France
Montresor,Amarone della Valpolicella Classico,Veneto,Italy
Yvon Mau,Bordeaux Blanc,Bordeaux,France
Bellenda,Piave,Veneto,Italy
Breggo,Anderson Valley,California,US
Byzantium,,Dealu Mare,Romania
Pascual Toso,Mendoza,Mendoza Province,Argentina
Quinta de la Rosa,,Port,Portugal
Sieber Rd,Barossa Valley,South Australia,Australia
Lachini,Oregon,Oregon,US
Mauro,Vino de la Tierra de Castilla y León,Northern Spain,Spain
Dancing Bull,California,California,US
Domaine de Mirail,Vin de Pays des Côtes de Gascogne,Southwest France,France
Domaine des Terrisses,Gaillac,Southwest France,France
Fournier Père et Fils,Sancerre,Loire Valley,France
Benanti,Sicilia,Sicily & Sardinia,Italy
Caruso & Minini,Sicilia,Sicily & Sardinia,Italy
Yalumba,Barossa,South Australia,Australia
The Four Graces,Dundee Hills,Oregon,US
Arcane Cellars,Rogue Valley,Oregon,US
Benanti,Etna,Sicily & Sardinia,Italy
Benton-Lane,Willamette Valley,Oregon,US
Château Puy-Servain,Montravel,Southwest France,France
Domaine Philippe Portier,Quincy,Loire Valley,France
Expression 44°,Eola-Amity Hills,Oregon,US
Fournier Père et Fils,Pouilly-Fumé,Loire Valley,France
Nick Faldo,Coonawarra,South Australia,Australia
Tarapaca,,Maipo Valley,Chile
Hunt Country Vineyards,Finger Lakes,New York,US
Antichi Vinai 1877,Etna,Sicily & Sardinia,Italy
Brecon Estate,Paso Robles,California,US
Callaway,Temecula Valley,California,US
Casa di Grazia,Sicilia,Sicily & Sardinia,Italy
Ruhlmann,Alsace,Alsace,France
Spring Mountain Vineyard,Napa Valley,California,US
Stanton Vineyard,Willamette Valley,Oregon,US
Terrazas de Los Andes,Mendoza,Mendoza Province,Argentina
Cusumano,Sicilia,Sicily & Sardinia,Italy
Dalton,,Galilee,Israel
Dragonette,Happy Canyon of Santa Barbara,California,US
Gaba do Xil,Valdeorras,Northern Spain,Spain
Gorka Izagirre,Bizkaiko Txakolina,Northern Spain,Spain
Grgich Hills,Carneros,California,US
Linaje Garsea,Ribera del Duero,Northern Spain,Spain
Omaka Springs,,Marlborough,New Zealand
Ventana,Arroyo Seco,California,US
Vieil Armand,Alsace,Alsace,France
Viticultori Associati Canicatti,Terre Siciliane,Sicily & Sardinia,Italy
Vivera,Etna,Sicily & Sardinia,Italy
WildAire,Walla Walla Valley (OR),Oregon,US
Mills Reef,,Hawke's Bay,New Zealand
Pazo Torrado,Rías Baixas,Galicia,Spain
Sur de los Andes,Mendoza,Mendoza Province,Argentina
Babich,,Hawke's Bay,New Zealand
Rentas de Fincas,Rioja,Northern Spain,Spain
Setzer,,Niederösterreich,Austria
Tenuta Luisa,Isonzo del Friuli,Northeastern Italy,Italy
Honeywood Winery,Willamette Valley,Oregon,US
I Clivi,Colli Orientali del Friuli,Northeastern Italy,Italy
Irony,Napa Valley,California,US
Kedar's K'orus,Vin de Pays d'Oc,Languedoc-Roussillon,France
Little Black Dress,California,California,US
Marqués de Vizhoja,Rías Baixas,Galicia,Spain
Estancia,California,California,US
Finca La Emperatriz,Rioja,Northern Spain,Spain
Vinai dell'Abbate,Colli Orientali del Friuli,Northeastern Italy,Italy
Graf Hardegg,,Niederösterreich,Austria
Botalcura,,Central Valley,Chile
Bridgeway,Central Coast,California,US
Calatrasi,Delle Venezie,Northeastern Italy,Italy
Château Bélingard,Monbazillac,Southwest France,France
Clos Teddi,Patrimonio,France Other,France
Colutta,Colli Orientali del Friuli,Northeastern Italy,Italy
Ormonde,,Darling,South Africa
Principe di Corleone,Sicilia,Sicily & Sardinia,Italy
Sandeman,,Port,Portugal
Scott Harvey,Amador County,California,US
Sea Slopes,Sonoma Coast,California,US
Trisaetum,Willamette Valley,Oregon,US
Bergström,Dundee Hills,Oregon,US
Bergström,Willamette Valley,Oregon,US
Mauro Veglio,Barolo,Piedmont,Italy
Poças,,Douro,Portugal
Quinta do Vesuvio,,Port,Portugal
Schild Estate,Barossa Valley,South Australia,Australia
Shafer,Carneros,California,US
Alphonse Mellot,Sancerre,Loire Valley,France
Ascheri,Barolo,Piedmont,Italy
Big Table Farm,Willamette Valley,Oregon,US
Trisaetum,Ribbon Ridge,Oregon,US
Trisaetum,Dundee Hills,Oregon,US
Horsepower,Walla Walla Valley (OR),Oregon,US
Château de Parnay,Saumur-Champigny,Loire Valley,France
Tres Sabores,Rutherford,California,US
Williams Selyem,Sonoma Coast,California,US
Cayuse,Walla Walla Valley (OR),Oregon,US
Chappellet,Napa Valley,California,US
Churchill's,,Port,Portugal
Dion,Chehalem Mountains,Oregon,US
Domaine Bernard Fleuriet et Fils,Sancerre,Loire Valley,France
Drouhin Oregon Roserock,Eola-Amity Hills,Oregon,US
Santa Alicia,,Maipo Valley,Chile
Rutherford Ranch,Napa Valley,California,US
Weixelbaum,,Niederösterreich,Austria
Landmark,Sonoma Coast,California,US
Mercer,Yakima Valley,Washington,US
Michel Gassier,Costières de Nîmes,Rhône Valley,France
Nada Fiorenzo,Langhe,Piedmont,Italy
Barrage Cellars,Yakima Valley,Washington,US
Bonny Doon,Central Coast,California,US
Casajús,Ribera del Duero,Northern Spain,Spain
Castellroig,Cava,Catalonia,Spain
Château d'Or et de Gueules,Costières de Nîmes,Rhône Valley,France
Citille di Sopra,Rosso di Montalcino,Tuscany,Italy
Condado de Oriza,Ribera del Duero,Northern Spain,Spain
Cookies & Cream,California,California,US
Daou,Paso Robles,California,US
Dei,Rosso di Montepulciano,Tuscany,Italy
Domaine de Gensac,Gers,Southwest France,France
Domaine Rolet Père et Fils,Crémant de Jura,France Other,France
Domaine Rotier,Vin de Liqueur,France Other,France
Three Brothers,Seneca Lake,New York,US
Wilridge,Naches Heights,Washington,US
Belden Barns,Sonoma Mountain,California,US
Château du Retout,Haut-Médoc,Bordeaux,France
Château la Gravette Lacombe,Médoc,Bordeaux,France
Château Méric,Médoc,Bordeaux,France
In Re,Napa Valley,California,US
Chasing Venus,,Marlborough,New Zealand
Château les Joyeuses,Bordeaux,Bordeaux,France
Château Monfort Bellevue,Médoc,Bordeaux,France
Château Vrai Caillou,Bordeaux Supérieur,Bordeaux,France
Concha y Toro,,Chile,Chile
Experience,Napa Valley,California,US
Cantine Grasso,Terre Siciliane,Sicily & Sardinia,Italy
Grifalco,Basilicata,Southern Italy,Italy
Madrigal,Napa Valley,California,US
Millbrook,Hudson River Region,New York,US
Santa Rita,,Leyda Valley,Chile
Scotto Family Cellars,Lodi,California,US
Spicy Vines,Mendocino,California,US
Les Vignerons Réunis de Monségur,Bordeaux,Bordeaux,France
Nugnes,Campania,Southern Italy,Italy
Cantine Grasso,Sicilia,Sicily & Sardinia,Italy
Château les Lattes,Médoc,Bordeaux,France
Ports of New York,New York,New York,US
Whitman Cellars,Columbia Valley (WA),Washington,US
Winkler-Hermaden,,Südoststeiermark,Austria
Fire Block,Clare Valley,South Australia,Australia
Palivou,,Corinth,Greece
Felsner,,Kremstal,Austria
Gemella,Mendocino,California,US
Tsantali,,Halkidiki,Greece
Bisol,Prosecco del Veneto,Veneto,Italy
Carmina,Prosecco di Conegliano,Veneto,Italy
Carpenè Malvolti,Prosecco di Conegliano,Veneto,Italy
Col Saliz,Prosecco di Valdobbiadene,Veneto,Italy
